dataId,AdministradorFundo,AtivoDisponivel,Carencia,CarteiraCNPJ,CNPJAdministrador,DataDeVencimento,DescontoIR,DescricaoCarencia,DescricaoClasse,DescricaoCotizacaoAplicacao,DescricaoCotizacaoResgate,DescricaoEmissor,DescricaoIndexador,DescricaoIndiceBenchmark,DescricaoLiquidacaoAplicacao,DescricaoLiquidacaoResgate,DescricaoProduto,DescricaoTaxaPerformance,DescricaoTributacaoProduto,DescricaoTributacao,DiasUteisParaResgate,DiasVencimento,FamiliaCarteira,FiltroValorMinimo,GestorFundo,ProdutoId,Inativo,LucroMesAnterior,NDiasCotizacaoAplicacao,NomeAdministrador,NomeCompleto,NomeEmissor,NomeIndexador,NomeInvestimento,NomeProduto,Nome,NrDiasUteisCotizacaoResgate,NrDiasUteisLiqFAplicacao,NrDiasUteisLiqFResgate,PatrimonioLiquidoAtual,PercentualIndexador,PrazoCarencia,PrazoDias,PrecoUnitario,QuantidadeAvaliacoes,QuantidadeConsumida,Rentabilidade12Meses,RentabilidadeAno,RentabilidadeFundoUltimos36Meses,RentabilidadeIndiceBenchmarkAno,RentabilidadeIndiceBenchmarkMes,RentabilidadeIndiceBenchmarkUlt12,RentabilidadeIndiceBenchmarkUlt36,RentabilidadeInicioFundo,RentabilidadeMes,RentabilidadeUltimos12Meses,ResgateDias,RiscoAtivo,SaldoMinimoPermanencia,SeFGCAtivo,SeIRAtivo,StatusCarteira,Status,TaxaAdministracaoFixa,TaxaAdministracaoMaxima,TaxaAdministracaoMinima,TaxaAdm,TaxaCliente,TaxaEmissao,TaxaNegociada360,TaxaPerformance,TaxaPreCliente,TaxaPreEmissao,Taxa,TipoCarteira,TipoCota,TipoIndexador,TipoRegimeCondomonioCVM,Tributacao,ValorMinimoAplicacaoAdicional,ValorMinimoAplicaInicial,ValorMinimoResgate,ValorMinimo,Vencimento
2538,,False,2022-09-28,,,2022-09-28,15,No venc.,PRIVADO,No dia,No dia,BANCO TOPAZIO S/A,DI,,No dia,No dia,CDB POS,,,15%,,964,,1000,,a0W3u00000AdM19EAF,False,,,,,BANCO TOPAZIO S/A,CDI,CDB,CDB POS,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,4,,True,True,,,,,,,116,118,0,,0,0,0,,,CDI,,,,,,1000,2022-09-28
2539,,False,2020-03-06,,,2020-03-06,22.5,No venc.,PRIVADO,No dia,No dia,BANCO BS2 S.A.,DI,,No dia,No dia,CDB POS,,,15%,,28,,1000,,a0W3u00000AdM1EEAV,False,,,,,BANCO BS2 S.A.,CDI,CDB,CDB POS,,,,,,0,91,91,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,105,107,0,,0,0,0,,,CDI,,,,,,1000,2020-03-06
2540,,True,2020-08-06,,,2020-08-06,20,No venc.,PRIVADO,No dia,No dia,BANCO BS2 S.A.,DI,,No dia,No dia,CDB POS,,,15%,,181,,1000,,a0W3u00000AdM1OEAV,False,,,,,BANCO BS2 S.A.,CDI,CDB,CDB POS,,,,,,0,181,181,1000,0,0,,,,,,,,,,,No venc.,2,,True,True,,,,,,,108,110,0,,0,0,0,,,CDI,,,,,,1000,2020-08-06
2541,,True,2021-02-02,,,2021-02-02,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BS2 S.A.,DI,,No dia,No dia,CDB POS,,,15%,,361,,1000,,a0W3u00000AdM1TEAV,False,,,,,BANCO BS2 S.A.,CDI,CDB,CDB POS,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,2,,True,True,,,,,,,110,112,0,,0,0,0,,,CDI,,,,,,1000,2021-02-02
2542,,False,2021-10-29,,,2021-10-29,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BS2 S.A.,DI,,No dia,No dia,CDB POS,,,15%,,630,,1000,,a0W3u00000AdM1YEAV,False,,,,,BANCO BS2 S.A.,CDI,CDB,CDB POS,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,114,116,0,,0,0,0,,,CDI,,,,,,1000,2021-10-29
2543,,False,2022-10-24,,,2022-10-24,15,No venc.,PRIVADO,No dia,No dia,BANCO BS2 S.A.,DI,,No dia,No dia,CDB POS,,,15%,,990,,1000,,a0W3u00000AdM1dEAF,False,,,,,BANCO BS2 S.A.,CDI,CDB,CDB POS,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,116,118,0,,0,0,0,,,CDI,,,,,,1000,2022-10-24
2544,,False,2020-11-18,,,2020-11-18,20,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,285,,5000,,a0W3u00000AdM43EAF,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,387,387,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,1.75,1.95,0,,,IPCA,,,,,,5000,2020-11-18
2545,,False,2021-11-18,,,2021-11-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,650,,5000,,a0W3u00000AdM48EAF,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,752,752,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,1.78,1.98,0,,,IPCA,,,,,,5000,2021-11-18
2546,,False,2022-11-21,,,2022-11-21,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1018,,5000,,a0W3u00000AdM4DEAV,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1119,1119,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,2.59,2.79,0,,,IPCA,,,,,,5000,2022-11-21
2547,,False,2023-11-21,,,2023-11-21,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1383,,5000,,a0W3u00000AdM4IEAV,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1483,1483,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3,3.2,0,,,IPCA,,,,,,5000,2023-11-21
2548,,False,2024-11-18,,,2024-11-18,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1746,,5000,,a0W3u00000AdM4NEAV,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1848,1848,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.47,3.67,0,,,IPCA,,,,,,5000,2024-11-18
2549,,False,2020-09-21,,,2020-09-21,20,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,227,,5000,,a0W3u00000AdM4SEAV,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,361,361,1,0,0,,,,,,,,,,,No venc.,3,,True,True,,,,,,,0,0,0,,5.15,5.35,0,,,Pré fixado,,,,,,5000,2020-09-21
2550,,False,2021-09-14,,,2021-09-14,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,585,,5000,,a0W3u00000AdM4XEAV,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,721,721,1,0,0,,,,,,,,,,,No venc.,3,,True,True,,,,,,,0,0,0,,5.91,6.11,0,,,Pré fixado,,,,,,5000,2021-09-14
2551,,False,2022-10-14,,,2022-10-14,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,980,,5000,,a0W3u00000AdM4cEAF,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1080,1080,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.65,6.85,0,,,Pré fixado,,,,,,5000,2022-10-14
2552,,False,2023-11-13,,,2023-11-13,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,1375,,5000,,a0W3u00000AdM4hEAF,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1440,1440,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.2,7.4,0,,,Pré fixado,,,,,,5000,2023-11-13
2553,,False,2024-12-19,,,2024-12-19,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,1777,,5000,,a0W3u00000AdM4mEAF,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1800,1800,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.56,7.76,0,,,Pré fixado,,,,,,5000,2024-12-19
2554,,False,2020-10-28,,,2020-10-28,20,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,264,,5000,,a0W3u00000AdM4rEAF,False,,,,,BANCO PINE S.A.,+ IPCA,CDB,CDB POS,,,,,,0,366,366,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,1.2,1.4,0,,,IPCA,,,,,,5000,2020-10-28
2555,,False,2021-10-28,,,2021-10-28,17.5,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,629,,5000,,a0W3u00000AdM4wEAF,False,,,,,BANCO PINE S.A.,+ IPCA,CDB,CDB POS,,,,,,0,731,731,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,2.13,2.33,0,,,IPCA,,,,,,5000,2021-10-28
2556,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,5000,,a0W3u00000AdM51EAF,False,,,,,BANCO PINE S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.96,5.16,0,,,Pré fixado,,,,,,5000,2020-10-23
2557,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,5000,,a0W3u00000AdM56EAF,False,,,,,BANCO PINE S.A.,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.32,6.52,0,,,Pré fixado,,,,,,5000,2021-10-18
2558,,False,2022-10-13,,,2022-10-13,15,No venc.,PRIVADO,No dia,No dia,BANCO PINE S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,979,,5000,,a0W3u00000AdM5BEAV,False,,,,,BANCO PINE S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.97,7.17,0,,,Pré fixado,,,,,,5000,2022-10-13
2559,,False,2020-09-21,,,2020-09-21,20,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,227,,10000,,a0W3u00000AdM5LEAV,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,2,,True,True,,,,,,,0,0,0,,4.96,5.16,0,,,Pré fixado,,,,,,10000,2020-09-21
2560,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,10000,,a0W3u00000AdM5MEAV,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.67,5.87,0,,,Pré fixado,,,,,,10000,2021-10-18
2561,,False,2022-10-26,,,2022-10-26,15,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,992,,10000,,a0W3u00000AdM5QEAV,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.44,6.64,0,,,Pré fixado,,,,,,10000,2022-10-26
2562,,False,2024-10-01,,,2024-10-01,15,No venc.,PRIVADO,No dia,No dia,BANCO DAYCOVAL,PRE,,No dia,No dia,CDB PRE,,,15%,,1698,,20000,,a0W3u00000AdM5VEAV,False,,,,,BANCO DAYCOVAL,PRÉ,CDB,CDB PRE,,,,,,0,1800,1800,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.81,7.01,0,,,Pré fixado,,,,,,20000,2024-10-01
2563,,False,2025-09-26,,,2025-09-26,15,No venc.,PRIVADO,No dia,No dia,BANCO DAYCOVAL,PRE,,No dia,No dia,CDB PRE,,,15%,,2058,,20000,,a0W3u00000AdM5aEAF,False,,,,,BANCO DAYCOVAL,PRÉ,CDB,CDB PRE,,,,,,0,2160,2160,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.99,7.19,0,,,Pré fixado,,,,,,20000,2025-09-26
2564,,False,2020-10-26,,,2020-10-26,20,No venc.,PRIVADO,No dia,No dia,BANCO BTG PACTUAL S.A.,PRE,,No dia,No dia,LCI PRE,,,15%,,262,,1000,,a0W3u00000AdM5fEAF,False,,,,,BANCO BTG PACTUAL S.A.,PRÉ,LCI,LCI PRE,,,,,,0,360,360,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,4.36,4.56,0,,,Pré fixado,,,,,,1000,2020-10-26
2565,,False,2022-10-14,,,2022-10-14,15,No venc.,PRIVADO,No dia,No dia,BANCO BTG PACTUAL S.A.,PRE,,No dia,No dia,LCI PRE,,,15%,,980,,1000,,a0W3u00000AdM5kEAF,False,,,,,BANCO BTG PACTUAL S.A.,PRÉ,LCI,LCI PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,False,False,,,,,,,0,0,0,,5.05,5.25,0,,,Pré fixado,,,,,,1000,2022-10-14
2566,,False,2020-01-03,,,2020-01-03,22.5,No venc.,PRIVADO,No dia,No dia,BANCO MODAL S.A,DI,,No dia,No dia,LCI POS,,,15%,,-1,,10000,,a0W3u00000AdM5uEAF,False,,,,,BANCO MODAL S.A,CDI,LCI,LCI POS,,,,,,0,101,101,1000,0,0,,,,,,,,,,,No venc.,2,,True,False,,,,,,,91,93,0,,0,0,0,,,CDI,,,,,,10000,2020-01-03
2567,,False,2020-06-12,,,2020-06-12,22.5,No venc.,PRIVADO,No dia,No dia,BANCO CAIXA GERAL BRASIL S/A,DI,,No dia,No dia,LCA POS,,,15%,,126,,10000,,a0W3u00000AdM64EAF,False,,,,,BANCO CAIXA GERAL BRASIL S/A,CDI,LCA,LCA POS,,,,,,0,262,262,1000,0,0,,,,,,,,,,,No venc.,1,,True,False,,,,,,,93,95,0,,0,0,0,,,CDI,,,,,,10000,2020-06-12
2568,,False,2020-05-22,,,2020-05-22,22.5,No venc.,PRIVADO,No dia,No dia,BANCO BOCOM BBM S/A,DI,,No dia,No dia,LCA POS,,,15%,,105,,10000,,a0W3u00000AdM69EAF,False,,,,,BANCO BOCOM BBM S/A,CDI,LCA,LCA POS,,,,,,0,185,185,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,92,94,0,,0,0,0,,,CDI,,,,,,10000,2020-05-22
2569,,False,2022-10-13,,,2022-10-13,15,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,979,,5000,,a0W3u00000AdM6EEAV,False,,,,,BANCO PAN S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.1,7.3,0,,,Pré fixado,,,,,,5000,2022-10-13
2570,,False,2022-10-28,,,2022-10-28,15,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,994,,5000,,a0W3u00000AdM6JEAV,False,,,,,BANCO PAN S.A.,PRÉ,CDB,CDB PRE,,,,,,0,1096,1096,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.2,3.4,0,,,Pré fixado,,,,,,5000,2022-10-28
2571,,False,2021-11-19,,,2021-11-19,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BOCOM BBM S/A,DI,,No dia,No dia,LCA POS,,,15%,,651,,10000,,a0W3u00000AdM6OEAV,False,,,,,BANCO BOCOM BBM S/A,CDI,LCA,LCA POS,,,,,,0,731,731,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,95,97,0,,0,0,0,,,CDI,,,,,,10000,2021-11-19
2572,,False,2023-10-30,,,2023-10-30,15,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,1361,,5000,,a0W3u00000AdM6TEAV,False,,,,,BANCO PAN S.A.,+ IPCA,CDB,CDB POS,,,,,,0,1461,1461,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.58,3.78,0,,,IPCA,,,,,,5000,2023-10-30
2573,,False,2021-09-24,,,2021-09-24,17.5,No venc.,PRIVADO,No dia,No dia,BANCO ORIGINAL S.A,IPCA,,No dia,No dia,CDB POS,,,15%,,595,,10000,,a0W3u00000AdM6YEAV,False,,,,,BANCO ORIGINAL S.A,+ IPCA,CDB,CDB POS,,,,,,0,731,731,1000,0,0,,,,,,,,,,,No venc.,3,,True,True,,,,,,,100,100,0,,2.11,2.31,0,,,IPCA,,,,,,10000,2021-09-24
2574,,False,2021-12-08,,,2021-12-08,17.5,No venc.,PRIVADO,No dia,No dia,BANCO ORIGINAL S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,670,,5000,,a0W3u00000AdM6dEAF,False,,,,,BANCO ORIGINAL S.A,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.1,6.3,0,,,Pré fixado,,,,,,5000,2021-12-08
2575,,False,2020-04-27,,,2020-04-27,22.5,No venc.,PRIVADO,No dia,No dia,BANCO ORIGINAL S.A,PRE,,No dia,No dia,LCI PRE,,,15%,,80,,10000,,a0W3u00000AdM6iEAF,False,,,,,BANCO ORIGINAL S.A,PRÉ,LCI,LCI PRE,,,,,,0,180,180,1000,0,0,,,,,,,,,,,No venc.,0,,True,False,,,,,,,0,0,0,,4.51,4.71,0,,,Pré fixado,,,,,,10000,2020-04-27
2576,,False,2020-10-28,,,2020-10-28,20,No venc.,PRIVADO,No dia,No dia,PARANA BANCO S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,264,,20000,,a0W3u00000AdM6nEAF,False,,,,,PARANA BANCO S.A.,+ IPCA,CDB,CDB POS,,,,,,0,366,366,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,1.52,1.72,0,,,IPCA,,,,,,20000,2020-10-28
2577,,False,2022-10-28,,,2022-10-28,15,No venc.,PRIVADO,No dia,No dia,BANCO PAN S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,994,,5000,,a0W3u00000AdM6sEAF,False,,,,,BANCO PAN S.A.,+ IPCA,CDB,CDB POS,,,,,,0,1096,1096,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.2,3.4,0,,,IPCA,,,,,,5000,2022-10-28
2578,,False,2020-04-27,,,2020-04-27,22.5,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,80,,10000,,a0W3u00000AdMDoEAN,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,181,181,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.78,4.98,0,,,Pré fixado,,,,,,10000,2020-04-27
2579,,False,2020-10-23,,,2020-10-23,20,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,259,,10000,,a0W3u00000AdMDtEAN,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,4.97,5.17,0,,,Pré fixado,,,,,,10000,2020-10-23
2580,,False,2021-10-18,,,2021-10-18,17.5,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,619,,10000,,a0W3u00000AdMDyEAN,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,721,721,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.7,5.9,0,,,Pré fixado,,,,,,10000,2021-10-18
2581,,False,2022-10-13,,,2022-10-13,15,No venc.,PRIVADO,No dia,No dia,OMNI BANCO S.A,PRE,,No dia,No dia,CDB PRE,,,15%,,979,,10000,,a0W3u00000AdME3EAN,False,,,,,OMNI BANCO S.A,PRÉ,CDB,CDB PRE,,,,,,0,1080,1080,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.47,6.67,0,,,Pré fixado,,,,,,10000,2022-10-13
2582,,False,2020-10-28,,,2020-10-28,20,No venc.,PRIVADO,No dia,No dia,PARANA BANCO S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,264,,20000,,a0W3u00000AdME8EAN,False,,,,,PARANA BANCO S.A.,+ IPCA,CDB,CDB POS,,,,,,0,366,366,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,1.54,1.74,0,,,IPCA,,,,,,20000,2020-10-28
2583,,False,2022-10-28,,,2022-10-28,15,No venc.,PRIVADO,No dia,No dia,PARANA BANCO S.A.,IPCA,,No dia,No dia,CDB POS,,,15%,,994,,20000,,a0W3u00000AdMEDEA3,False,,,,,PARANA BANCO S.A.,+ IPCA,CDB,CDB POS,,,,,,0,1096,1096,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,2.26,2.46,0,,,IPCA,,,,,,20000,2022-10-28
2584,,False,2020-11-17,,,2020-11-17,20,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,284,,5000,,a0W3u00000AdMEIEA3,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,386,386,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,1.79,1.99,0,,,IPCA,,,,,,5000,2020-11-17
2585,,False,2021-11-17,,,2021-11-17,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,649,,5000,,a0W3u00000AdMENEA3,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,751,751,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,1.83,2.03,0,,,IPCA,,,,,,5000,2021-11-17
2586,,False,2022-11-21,,,2022-11-21,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1018,,5000,,a0W3u00000AdMESEA3,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1118,1118,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,2.67,2.87,0,,,IPCA,,,,,,5000,2022-11-21
2587,,False,2023-11-21,,,2023-11-21,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1383,,5000,,a0W3u00000AdMEXEA3,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1482,1482,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.05,3.25,0,,,IPCA,,,,,,5000,2023-11-21
2588,,False,2024-11-18,,,2024-11-18,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,IPCA,,No dia,No dia,CDB POS 1,,,15%,,1746,,5000,,a0W3u00000AdMEcEAN,False,,,,,BANCO BMG S.A.,+ IPCA,CDB,CDB POS 1,,,,,,0,1847,1847,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,100,100,0,,3.52,3.72,0,,,IPCA,,,,,,5000,2024-11-18
2589,,False,2020-10-26,,,2020-10-26,20,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,262,,5000,,a0W3u00000AdMEhEAN,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,361,361,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.19,5.39,0,,,Pré fixado,,,,,,5000,2020-10-26
2590,,False,2021-12-07,,,2021-12-07,17.5,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,669,,5000,,a0W3u00000AdMEmEAN,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,721,721,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.01,6.21,0,,,Pré fixado,,,,,,5000,2021-12-07
2591,,False,2022-10-14,,,2022-10-14,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,980,,5000,,a0W3u00000AdMErEAN,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1080,1080,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,6.7,6.9,0,,,Pré fixado,,,,,,5000,2022-10-14
2592,,False,2023-10-09,,,2023-10-09,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,1340,,5000,,a0W3u00000AdMEwEAN,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1440,1440,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.26,7.46,0,,,Pré fixado,,,,,,5000,2023-10-09
2593,,False,2024-10-03,,,2024-10-03,15,No venc.,PRIVADO,No dia,No dia,BANCO BMG S.A.,PRE,,No dia,No dia,CDB PRE 1,,,15%,,1700,,5000,,a0W3u00000AdMF1EAN,False,,,,,BANCO BMG S.A.,PRÉ,CDB,CDB PRE 1,,,,,,0,1800,1800,1,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,7.63,7.83,0,,,Pré fixado,,,,,,5000,2024-10-03
2594,,False,2021-01-29,,,2021-01-29,20,No venc.,PRIVADO,No dia,No dia,BANCO AGIBANK S.A.,PRE,,No dia,No dia,CDB PRE,,,15%,,357,,1000,,a0W3u00000AdMFBEA3,False,,,,,BANCO AGIBANK S.A.,PRÉ,CDB,CDB PRE,,,,,,0,361,361,1000,0,0,,,,,,,,,,,No venc.,0,,True,True,,,,,,,0,0,0,,5.2,5.4,0,,,Pré fixado,,,,,,1000,2021-01-29
